District_Name,UnitName,FIRNo,Year,Month,CrimeGroup_Name,Latitude,Longitude,VICTIM COUNT,Accused Count,Day
RUPANDEHI,Rupandehi Police Unit,1715/2019,2018,10,Human Trafficking,28.609414,83.511582,5,3,21
DHANUSHA,Dhanusha Police Unit,3462/2016,2022,11,Assault,30.29231,85.656019,0,5,13
BANKE,Banke Police Unit,1072/2024,2018,1,Drug Trafficking,28.206542,82.401107,4,4,22
MORANG,Morang Police Unit,3326/2017,2016,8,Smuggling,26.995941,87.868367,2,1,25
LALITPUR,Lalitpur Police Unit,6545/2020,2023,11,Domestic Violence,28.168647,85.613683,1,0,19
LALITPUR,Lalitpur Police Unit,7968/2015,2023,10,Cyber Crime,27.85496,83.567215,1,3,9
DHANUSHA,Dhanusha Police Unit,29/2017,2018,12,Homicide,29.771723,86.957572,4,4,22
KATHMANDU,Kathmandu Police Unit,237/2020,2018,3,Smuggling,26.912384,81.935497,5,3,16
KASKI,Kaski Police Unit,1954/2023,2024,4,Assault,29.026365,86.796693,5,0,2
MORANG,Morang Police Unit,8227/2016,2022,8,Domestic Violence,27.282922,86.482657,4,0,11
KASKI,Kaski Police Unit,1631/2015,2024,9,Cyber Crime,29.359841,84.984206,1,2,27
BHAKTAPUR,Bhaktapur Police Unit,3361/2023,2019,3,Human Trafficking,28.449893,87.482716,0,5,3
DHANUSHA,Dhanusha Police Unit,1391/2022,2018,6,Homicide,28.742571,86.126921,3,3,2
KASKI,Kaski Police Unit,4069/2023,2020,10,Domestic Violence,29.719357,84.368409,5,1,4
BANKE,Banke Police Unit,4372/2023,2016,10,Human Trafficking,28.780441,87.938877,5,4,12
BHAKTAPUR,Bhaktapur Police Unit,7392/2023,2020,6,Drug Trafficking,27.439075,87.307238,5,1,18
DHANUSHA,Dhanusha Police Unit,2817/2022,2022,3,Assault,27.429879,84.713125,4,5,9
DHANUSHA,Dhanusha Police Unit,8145/2024,2016,5,Smuggling,27.072236,87.140904,2,3,23
KATHMANDU,Kathmandu Police Unit,7018/2023,2020,11,Homicide,27.52219,80.321153,0,1,24
MORANG,Morang Police Unit,8586/2015,2023,11,Drug Trafficking,26.989088,87.222917,5,1,14
BHAKTAPUR,Bhaktapur Police Unit,2553/2016,2022,2,Theft,26.507671,84.725708,2,1,5
KASKI,Kaski Police Unit,3267/2018,2019,4,Drug Trafficking,30.00068,82.88142,1,2,19
BHAKTAPUR,Bhaktapur Police Unit,8060/2019,2019,9,Domestic Violence,27.059769,83.336183,0,2,22
MORANG,Morang Police Unit,5717/2017,2021,3,Drug Trafficking,28.700044,85.123726,2,3,17
SUNSARI,Sunsari Police Unit,6587/2016,2018,9,Homicide,29.537673,85.44662,4,4,9
BANKE,Banke Police Unit,8685/2022,2024,3,Domestic Violence,30.123058,86.089051,0,3,4
KASKI,Kaski Police Unit,9482/2021,2015,6,Drug Trafficking,29.591364,82.79923,0,5,25
KASKI,Kaski Police Unit,9271/2023,2015,4,Drug Trafficking,26.832258,81.029066,4,4,27
MORANG,Morang Police Unit,4406/2015,2022,10,Fraud,28.937985,85.949013,0,5,24
SUNSARI,Sunsari Police Unit,3466/2023,2017,8,Smuggling,28.457126,82.930901,0,2,27
BANKE,Banke Police Unit,55/2022,2016,2,Human Trafficking,28.321746,83.686975,2,5,22
KATHMANDU,Kathmandu Police Unit,5702/2020,2022,5,Human Trafficking,29.86296,86.910453,0,2,11
SUNSARI,Sunsari Police Unit,3332/2016,2024,12,Assault,27.828738,80.733004,4,5,23
MORANG,Morang Police Unit,610/2024,2016,4,Drug Trafficking,29.096184,82.319214,5,2,21
BHAKTAPUR,Bhaktapur Police Unit,941/2017,2018,7,Cyber Crime,28.567201,86.95189,2,0,7
CHITWAN,Chitwan Police Unit,4049/2022,2018,12,Domestic Violence,29.963925,81.485866,5,5,7
DHANUSHA,Dhanusha Police Unit,2193/2024,2016,6,Smuggling,30.365971,81.997815,0,0,16
BHAKTAPUR,Bhaktapur Police Unit,9425/2015,2019,9,Cyber Crime,28.543897,81.119034,1,3,13
BANKE,Banke Police Unit,4139/2018,2024,1,Domestic Violence,26.482651,87.904262,5,3,26
LALITPUR,Lalitpur Police Unit,9621/2017,2016,7,Theft,28.586549,87.470502,3,4,10
DHANUSHA,Dhanusha Police Unit,42/2024,2024,8,Assault,29.039372,85.847502,2,1,3
CHITWAN,Chitwan Police Unit,4076/2022,2024,10,Domestic Violence,28.969415,81.478581,4,1,8
MORANG,Morang Police Unit,7868/2015,2020,5,Homicide,26.865378,84.772992,1,1,1
CHITWAN,Chitwan Police Unit,6496/2024,2024,8,Human Trafficking,26.550233,85.879232,5,1,16
SUNSARI,Sunsari Police Unit,5340/2019,2023,11,Assault,29.961478,85.293735,2,1,12
KATHMANDU,Kathmandu Police Unit,4242/2021,2022,10,Assault,29.920742,86.470522,4,3,9
KATHMANDU,Kathmandu Police Unit,8969/2019,2023,9,Cyber Crime,30.025454,83.246054,1,0,5
BANKE,Banke Police Unit,366/2020,2019,7,Kidnapping,27.243638,84.680253,0,3,22
KASKI,Kaski Police Unit,329/2021,2023,2,Assault,30.170928,83.042673,2,5,17
KATHMANDU,Kathmandu Police Unit,9591/2019,2024,6,Theft,29.448335,87.236019,1,3,28
SUNSARI,Sunsari Police Unit,1136/2022,2022,11,Fraud,29.753291,80.12525,3,5,16
MORANG,Morang Police Unit,5873/2022,2015,1,Homicide,27.216814,84.54566,2,2,24
RUPANDEHI,Rupandehi Police Unit,7373/2018,2016,7,Theft,26.877477,87.621105,0,3,5
BANKE,Banke Police Unit,4035/2015,2019,10,Domestic Violence,30.145676,83.56605,0,1,19
KASKI,Kaski Police Unit,97/2018,2020,6,Human Trafficking,27.559412,84.372056,0,2,8
KATHMANDU,Kathmandu Police Unit,202/2019,2024,5,Homicide,30.294442,84.08022,0,0,20
KATHMANDU,Kathmandu Police Unit,7636/2019,2019,9,Cyber Crime,26.938495,86.047526,5,3,15
DHANUSHA,Dhanusha Police Unit,612/2017,2018,11,Drug Trafficking,29.122436,82.979406,3,4,4
SUNSARI,Sunsari Police Unit,4701/2024,2021,11,Drug Trafficking,28.400501,87.537361,0,3,19
DHANUSHA,Dhanusha Police Unit,6885/2020,2020,12,Homicide,28.543463,84.979064,0,2,1
KASKI,Kaski Police Unit,8525/2024,2016,8,Kidnapping,28.636572,86.159451,1,1,4
KASKI,Kaski Police Unit,9859/2022,2020,12,Homicide,28.409823,85.736685,5,5,12
MORANG,Morang Police Unit,7943/2018,2019,5,Theft,28.53418,87.045228,0,2,13
MORANG,Morang Police Unit,8920/2015,2019,3,Domestic Violence,27.805531,88.099347,1,3,16
BANKE,Banke Police Unit,9013/2016,2023,1,Smuggling,28.641505,82.45244,1,2,1
KATHMANDU,Kathmandu Police Unit,1717/2021,2023,6,Drug Trafficking,28.684012,88.113678,0,5,4
LALITPUR,Lalitpur Police Unit,9835/2024,2020,1,Cyber Crime,29.018635,86.256541,5,4,7
DHANUSHA,Dhanusha Police Unit,5076/2018,2020,12,Assault,27.606815,84.864146,2,3,7
BANKE,Banke Police Unit,4141/2017,2016,3,Fraud,27.398244,86.204373,3,2,5
RUPANDEHI,Rupandehi Police Unit,8128/2023,2018,12,Human Trafficking,29.795357,85.176666,4,5,10
MORANG,Morang Police Unit,1555/2023,2019,5,Assault,29.00966,81.207466,1,0,6
SUNSARI,Sunsari Police Unit,2877/2024,2020,1,Fraud,28.365921,83.603646,3,1,5
BHAKTAPUR,Bhaktapur Police Unit,8491/2023,2023,6,Human Trafficking,27.873127,86.54514,5,3,24
RUPANDEHI,Rupandehi Police Unit,8946/2021,2021,10,Cyber Crime,29.001206,83.684028,4,2,14
BANKE,Banke Police Unit,7521/2018,2015,7,Human Trafficking,27.822011,80.410807,1,4,23
RUPANDEHI,Rupandehi Police Unit,5088/2016,2017,9,Theft,29.685556,81.523401,3,5,21
BANKE,Banke Police Unit,1129/2016,2021,11,Cyber Crime,27.376639,82.655067,2,3,24
LALITPUR,Lalitpur Police Unit,8246/2019,2020,6,Cyber Crime,28.352707,86.514352,0,0,25
MORANG,Morang Police Unit,1581/2024,2015,6,Cyber Crime,28.464022,83.429613,1,1,11
BANKE,Banke Police Unit,1157/2019,2021,11,Cyber Crime,30.32862,80.584861,4,0,9
DHANUSHA,Dhanusha Police Unit,9815/2020,2023,8,Smuggling,30.27617,80.57772,0,2,23
SUNSARI,Sunsari Police Unit,4282/2023,2019,7,Cyber Crime,27.260288,87.21319,4,1,10
LALITPUR,Lalitpur Police Unit,875/2019,2021,11,Kidnapping,29.916357,85.15224,2,0,2
KASKI,Kaski Police Unit,2921/2019,2020,10,Smuggling,27.949235,81.908287,3,1,11
BHAKTAPUR,Bhaktapur Police Unit,1530/2018,2015,10,Drug Trafficking,28.600655,85.759673,1,2,1
MORANG,Morang Police Unit,1835/2015,2023,6,Drug Trafficking,29.652841,87.945797,1,5,26
MORANG,Morang Police Unit,2740/2021,2016,7,Assault,27.203341,81.114179,2,5,4
MORANG,Morang Police Unit,5614/2022,2021,2,Human Trafficking,29.411641,80.955084,5,4,11
CHITWAN,Chitwan Police Unit,9682/2021,2024,6,Theft,28.938571,81.135998,5,0,25
BANKE,Banke Police Unit,6146/2024,2024,2,Domestic Violence,29.251164,81.348163,5,3,11
BHAKTAPUR,Bhaktapur Police Unit,78/2021,2022,8,Homicide,27.27637,85.120911,5,0,24
DHANUSHA,Dhanusha Police Unit,Jun-24,2022,8,Human Trafficking,28.485869,86.960299,3,1,14
KASKI,Kaski Police Unit,8559/2022,2024,11,Cyber Crime,27.874594,87.154056,1,3,6
DHANUSHA,Dhanusha Police Unit,6696/2020,2020,8,Homicide,26.953785,83.578474,1,2,27
KASKI,Kaski Police Unit,8725/2021,2023,2,Cyber Crime,29.482072,82.920585,0,0,15
CHITWAN,Chitwan Police Unit,552/2017,2019,1,Kidnapping,26.538952,87.565475,4,3,13
DHANUSHA,Dhanusha Police Unit,4886/2016,2023,1,Homicide,28.604616,86.02956,3,5,12
BHAKTAPUR,Bhaktapur Police Unit,4101/2016,2024,6,Fraud,29.101512,84.623553,5,0,3
RUPANDEHI,Rupandehi Police Unit,2647/2016,2019,3,Homicide,28.773313,80.352073,3,4,12
CHITWAN,Chitwan Police Unit,2844/2023,2020,5,Drug Trafficking,28.429556,85.751521,1,0,13
SUNSARI,Sunsari Police Unit,3600/2018,2015,3,Smuggling,30.284036,84.320748,2,3,2
LALITPUR,Lalitpur Police Unit,6053/2017,2018,2,Domestic Violence,27.42365,80.994108,3,5,22
BANKE,Banke Police Unit,2210/2021,2020,12,Human Trafficking,27.069488,80.823143,4,3,26
KATHMANDU,Kathmandu Police Unit,3835/2024,2024,1,Assault,26.375819,82.502757,4,1,3
BHAKTAPUR,Bhaktapur Police Unit,8763/2023,2022,8,Homicide,27.285673,80.482757,4,3,18
SUNSARI,Sunsari Police Unit,7288/2017,2018,12,Kidnapping,27.34789,86.354478,5,5,8
CHITWAN,Chitwan Police Unit,6350/2021,2019,7,Kidnapping,26.701618,82.227837,3,0,11
KATHMANDU,Kathmandu Police Unit,3953/2021,2017,12,Drug Trafficking,27.498388,80.578744,3,0,25
KASKI,Kaski Police Unit,5071/2024,2016,7,Human Trafficking,29.305417,87.192198,0,5,6
LALITPUR,Lalitpur Police Unit,8553/2016,2022,1,Cyber Crime,26.951181,83.914155,3,4,22
CHITWAN,Chitwan Police Unit,1234/2022,2024,10,Kidnapping,26.448771,83.916813,3,5,21
BANKE,Banke Police Unit,7477/2024,2022,8,Human Trafficking,27.172229,84.366757,5,3,12
MORANG,Morang Police Unit,105/2015,2023,6,Domestic Violence,28.063183,84.061134,3,3,7
KATHMANDU,Kathmandu Police Unit,1047/2024,2019,12,Human Trafficking,29.579087,85.420548,5,1,16
MORANG,Morang Police Unit,903/2022,2015,3,Cyber Crime,29.101711,82.030476,4,4,24
LALITPUR,Lalitpur Police Unit,4804/2020,2018,9,Homicide,27.161502,84.974841,0,3,23
CHITWAN,Chitwan Police Unit,5966/2016,2024,7,Drug Trafficking,27.478948,82.720314,0,2,3
LALITPUR,Lalitpur Police Unit,4877/2021,2016,2,Theft,28.748203,86.394598,3,4,11
KATHMANDU,Kathmandu Police Unit,8686/2016,2023,1,Homicide,28.333056,85.088262,5,2,13
BANKE,Banke Police Unit,1343/2018,2024,6,Theft,27.780142,84.936575,5,2,21
CHITWAN,Chitwan Police Unit,3338/2018,2024,4,Homicide,26.901591,80.506806,5,2,25
SUNSARI,Sunsari Police Unit,5596/2020,2015,10,Cyber Crime,29.685814,82.19519,0,4,16
KASKI,Kaski Police Unit,1173/2021,2024,10,Kidnapping,26.954891,82.228483,4,1,17
SUNSARI,Sunsari Police Unit,3744/2022,2021,7,Drug Trafficking,30.377167,84.832579,1,5,13
BANKE,Banke Police Unit,3552/2019,2019,9,Human Trafficking,26.979875,82.301791,5,2,28
SUNSARI,Sunsari Police Unit,3280/2021,2020,4,Theft,27.011906,85.579195,0,1,24
KATHMANDU,Kathmandu Police Unit,5140/2017,2022,1,Domestic Violence,29.137326,83.416087,5,1,27
KASKI,Kaski Police Unit,8571/2021,2021,1,Theft,27.346452,82.411796,4,0,12
SUNSARI,Sunsari Police Unit,9846/2024,2023,11,Fraud,29.94796,83.329011,3,3,17
KATHMANDU,Kathmandu Police Unit,5307/2018,2022,9,Human Trafficking,28.13599,82.025219,5,3,9
KATHMANDU,Kathmandu Police Unit,2467/2018,2015,4,Homicide,29.385516,80.935829,0,5,28
KASKI,Kaski Police Unit,5894/2021,2018,4,Homicide,26.643016,87.358278,1,5,12
MORANG,Morang Police Unit,8354/2024,2023,8,Drug Trafficking,27.202573,81.337921,1,0,17
BHAKTAPUR,Bhaktapur Police Unit,5299/2018,2018,7,Kidnapping,26.80891,83.334773,4,1,24
LALITPUR,Lalitpur Police Unit,8166/2020,2024,11,Domestic Violence,27.950764,81.282196,1,2,2
KATHMANDU,Kathmandu Police Unit,7213/2021,2021,3,Theft,28.681865,86.196421,3,2,12
SUNSARI,Sunsari Police Unit,3209/2016,2015,12,Assault,26.539917,81.034729,0,5,21
BANKE,Banke Police Unit,9073/2018,2024,1,Domestic Violence,29.094019,86.184694,4,5,10
RUPANDEHI,Rupandehi Police Unit,4902/2020,2020,9,Fraud,28.27555,84.893195,1,5,18
SUNSARI,Sunsari Police Unit,9918/2022,2015,4,Fraud,30.411829,82.823419,4,2,20
KASKI,Kaski Police Unit,1260/2020,2023,10,Smuggling,27.459177,82.689183,4,3,21
SUNSARI,Sunsari Police Unit,7734/2019,2024,11,Homicide,28.498001,81.566112,3,0,15
MORANG,Morang Police Unit,2030/2022,2022,2,Domestic Violence,26.816629,84.935532,0,1,23
KATHMANDU,Kathmandu Police Unit,2149/2024,2019,11,Kidnapping,28.950479,80.2635,0,5,18
DHANUSHA,Dhanusha Police Unit,4593/2015,2019,5,Assault,29.464842,87.309359,5,3,4
CHITWAN,Chitwan Police Unit,3097/2018,2021,7,Fraud,27.642609,84.209244,1,5,21
BANKE,Banke Police Unit,3372/2024,2019,7,Kidnapping,26.650935,86.301011,0,2,1
SUNSARI,Sunsari Police Unit,5914/2022,2018,2,Human Trafficking,29.966484,87.532084,1,5,3
DHANUSHA,Dhanusha Police Unit,5170/2019,2019,8,Fraud,29.155838,83.044761,0,3,24
LALITPUR,Lalitpur Police Unit,1120/2019,2024,7,Drug Trafficking,29.626788,82.775398,2,4,28
KASKI,Kaski Police Unit,4576/2021,2017,2,Fraud,29.321028,87.434061,4,1,18
LALITPUR,Lalitpur Police Unit,7233/2021,2019,1,Cyber Crime,28.29225,82.104959,4,1,15
BHAKTAPUR,Bhaktapur Police Unit,152/2023,2022,7,Human Trafficking,27.341672,88.119222,2,5,21
KATHMANDU,Kathmandu Police Unit,9219/2017,2021,1,Theft,28.482251,80.700582,2,5,5
RUPANDEHI,Rupandehi Police Unit,6526/2023,2016,12,Homicide,27.878025,80.961851,1,2,18
DHANUSHA,Dhanusha Police Unit,2973/2015,2020,1,Cyber Crime,27.208637,81.172143,1,0,27
KATHMANDU,Kathmandu Police Unit,216/2015,2016,1,Homicide,30.084595,83.932968,0,4,18
RUPANDEHI,Rupandehi Police Unit,8045/2019,2015,9,Fraud,29.268909,88.102442,2,2,16
BHAKTAPUR,Bhaktapur Police Unit,1031/2023,2022,7,Fraud,28.72065,82.688407,1,2,2
LALITPUR,Lalitpur Police Unit,7018/2021,2019,9,Kidnapping,26.949413,87.281607,5,2,3
BANKE,Banke Police Unit,5781/2023,2022,10,Cyber Crime,29.782524,82.472461,1,5,2
BANKE,Banke Police Unit,1875/2015,2024,10,Kidnapping,27.968541,84.799319,0,2,16
BANKE,Banke Police Unit,6592/2019,2024,3,Human Trafficking,26.790185,80.402867,0,5,22
MORANG,Morang Police Unit,5708/2019,2024,11,Cyber Crime,26.952534,81.732121,5,4,21
CHITWAN,Chitwan Police Unit,4471/2020,2021,4,Cyber Crime,27.754859,81.411602,2,2,26
KASKI,Kaski Police Unit,7264/2021,2020,5,Assault,29.675441,84.708992,5,3,11
DHANUSHA,Dhanusha Police Unit,1955/2021,2021,9,Human Trafficking,29.42136,87.712033,2,3,19
BHAKTAPUR,Bhaktapur Police Unit,5297/2020,2024,3,Smuggling,28.362767,85.534307,5,3,18
LALITPUR,Lalitpur Police Unit,9116/2018,2017,12,Drug Trafficking,27.312453,81.656525,3,1,14
DHANUSHA,Dhanusha Police Unit,5243/2015,2024,12,Fraud,29.042221,88.116361,0,4,24
RUPANDEHI,Rupandehi Police Unit,5494/2022,2018,11,Human Trafficking,30.064231,83.132806,5,3,23
DHANUSHA,Dhanusha Police Unit,3177/2019,2017,11,Assault,30.399694,82.1905,4,4,7
DHANUSHA,Dhanusha Police Unit,3945/2019,2023,4,Assault,29.430109,85.062192,3,3,23
RUPANDEHI,Rupandehi Police Unit,6561/2018,2016,9,Drug Trafficking,27.152657,84.409151,3,5,23
KATHMANDU,Kathmandu Police Unit,9466/2023,2017,8,Assault,28.457988,82.846807,1,0,14
RUPANDEHI,Rupandehi Police Unit,6607/2019,2023,9,Assault,28.634373,82.474703,5,1,2
BHAKTAPUR,Bhaktapur Police Unit,5860/2018,2015,8,Smuggling,29.278301,82.293574,4,1,5
LALITPUR,Lalitpur Police Unit,7912/2022,2015,6,Assault,27.635671,84.203081,3,0,12
LALITPUR,Lalitpur Police Unit,616/2018,2018,10,Drug Trafficking,29.790889,80.766431,0,2,22
SUNSARI,Sunsari Police Unit,5012/2022,2021,11,Human Trafficking,27.869805,87.123093,4,4,18
RUPANDEHI,Rupandehi Police Unit,8915/2020,2024,10,Domestic Violence,26.915459,82.048317,2,4,18
KASKI,Kaski Police Unit,7075/2018,2016,2,Smuggling,26.722517,81.79825,1,0,4
KATHMANDU,Kathmandu Police Unit,2746/2020,2024,1,Theft,29.730322,80.066421,3,4,27
CHITWAN,Chitwan Police Unit,9085/2018,2024,8,Cyber Crime,28.859226,80.381845,4,3,5
KASKI,Kaski Police Unit,1233/2017,2020,1,Cyber Crime,29.527437,80.114607,2,3,28
BHAKTAPUR,Bhaktapur Police Unit,6210/2023,2016,3,Homicide,29.205238,80.270552,1,5,3
CHITWAN,Chitwan Police Unit,365/2024,2018,5,Cyber Crime,29.337951,87.157158,5,1,20
RUPANDEHI,Rupandehi Police Unit,4261/2016,2023,2,Homicide,27.205403,83.717932,3,4,18
LALITPUR,Lalitpur Police Unit,5796/2021,2018,10,Smuggling,29.351725,87.23679,5,3,3
SUNSARI,Sunsari Police Unit,1057/2023,2022,4,Cyber Crime,27.673967,82.814941,2,0,17
LALITPUR,Lalitpur Police Unit,2178/2022,2018,8,Cyber Crime,30.362417,82.787955,5,3,18
MORANG,Morang Police Unit,630/2021,2022,8,Kidnapping,28.937359,84.079487,5,5,9
LALITPUR,Lalitpur Police Unit,6461/2018,2017,2,Kidnapping,26.717497,84.622235,3,5,19
CHITWAN,Chitwan Police Unit,2452/2017,2017,9,Theft,28.549015,82.462667,1,5,5
SUNSARI,Sunsari Police Unit,4087/2017,2015,2,Domestic Violence,26.982746,82.019239,5,0,4
CHITWAN,Chitwan Police Unit,615/2017,2023,11,Human Trafficking,27.986011,80.592423,0,5,26
KASKI,Kaski Police Unit,1681/2021,2015,3,Domestic Violence,28.448569,86.290611,4,0,10
BHAKTAPUR,Bhaktapur Police Unit,7304/2016,2017,10,Fraud,28.251104,83.51383,3,2,6
RUPANDEHI,Rupandehi Police Unit,2067/2019,2017,12,Homicide,29.749795,81.087054,0,1,1
BANKE,Banke Police Unit,4832/2017,2024,1,Kidnapping,26.650021,84.381546,1,5,24
RUPANDEHI,Rupandehi Police Unit,8525/2021,2016,1,Drug Trafficking,27.881317,87.971388,1,3,18
SUNSARI,Sunsari Police Unit,7517/2022,2021,5,Fraud,29.028125,81.540979,3,2,10
BANKE,Banke Police Unit,5232/2017,2016,12,Kidnapping,28.608062,82.650944,5,5,13
CHITWAN,Chitwan Police Unit,6104/2017,2021,9,Homicide,30.277136,86.849404,5,4,13
SUNSARI,Sunsari Police Unit,4011/2021,2020,3,Theft,28.981803,87.145567,0,0,8
BHAKTAPUR,Bhaktapur Police Unit,4366/2021,2018,2,Domestic Violence,29.714664,87.129724,3,0,20
BHAKTAPUR,Bhaktapur Police Unit,6579/2018,2017,3,Theft,27.05209,87.274342,4,0,7
KASKI,Kaski Police Unit,6407/2017,2015,11,Theft,28.46637,82.187736,5,0,1
LALITPUR,Lalitpur Police Unit,1567/2023,2024,2,Drug Trafficking,29.271844,84.602908,0,4,23
BHAKTAPUR,Bhaktapur Police Unit,304/2018,2022,7,Smuggling,30.011253,85.458202,4,0,6
CHITWAN,Chitwan Police Unit,4325/2016,2020,2,Kidnapping,28.894267,83.602325,3,2,5
BHAKTAPUR,Bhaktapur Police Unit,1044/2015,2016,2,Smuggling,30.219788,82.711346,5,2,20
RUPANDEHI,Rupandehi Police Unit,8897/2015,2021,8,Fraud,26.748493,84.760639,4,2,15
CHITWAN,Chitwan Police Unit,7849/2022,2018,12,Domestic Violence,30.021686,84.091735,1,5,10
KATHMANDU,Kathmandu Police Unit,1425/2017,2022,10,Domestic Violence,27.076475,87.165579,5,2,5
BHAKTAPUR,Bhaktapur Police Unit,3097/2016,2015,1,Theft,26.473568,82.321895,4,3,11
CHITWAN,Chitwan Police Unit,129/2019,2017,11,Theft,29.116419,84.745903,5,0,15
SUNSARI,Sunsari Police Unit,6827/2019,2024,1,Drug Trafficking,27.381399,82.146046,1,0,26
KATHMANDU,Kathmandu Police Unit,1995/2021,2019,12,Assault,29.979513,87.948224,2,1,6
KASKI,Kaski Police Unit,5111/2024,2017,11,Smuggling,27.768682,80.367724,4,3,13
SUNSARI,Sunsari Police Unit,1035/2017,2023,10,Human Trafficking,29.718423,80.868268,3,5,13
KASKI,Kaski Police Unit,6425/2016,2018,5,Drug Trafficking,27.519895,86.407547,5,3,21
RUPANDEHI,Rupandehi Police Unit,6365/2015,2015,12,Assault,28.70048,83.678556,3,0,27
BHAKTAPUR,Bhaktapur Police Unit,6049/2019,2022,1,Theft,28.302885,80.472745,2,2,6
CHITWAN,Chitwan Police Unit,2052/2018,2023,5,Domestic Violence,28.280987,80.491799,4,5,14
DHANUSHA,Dhanusha Police Unit,3984/2021,2024,2,Fraud,26.835978,83.666504,0,0,9
LALITPUR,Lalitpur Police Unit,6963/2019,2018,12,Theft,29.23514,83.6044,2,1,25
KASKI,Kaski Police Unit,2937/2015,2022,11,Fraud,27.71212,81.228154,5,0,13
LALITPUR,Lalitpur Police Unit,469/2024,2023,7,Fraud,26.629984,84.993036,1,4,11
SUNSARI,Sunsari Police Unit,1702/2023,2020,7,Homicide,30.292508,86.114985,0,1,4
LALITPUR,Lalitpur Police Unit,7780/2015,2023,5,Fraud,27.816232,81.539603,2,5,19
BHAKTAPUR,Bhaktapur Police Unit,9688/2016,2018,9,Drug Trafficking,29.18202,85.137566,3,0,11
DHANUSHA,Dhanusha Police Unit,7598/2015,2022,3,Cyber Crime,26.976941,84.525783,3,0,17
BHAKTAPUR,Bhaktapur Police Unit,7401/2019,2018,10,Smuggling,27.874826,84.789877,1,0,2
DHANUSHA,Dhanusha Police Unit,1015/2020,2017,11,Theft,30.288118,81.914023,3,5,19
BANKE,Banke Police Unit,1034/2016,2016,4,Homicide,30.231763,83.226468,1,2,25
BHAKTAPUR,Bhaktapur Police Unit,8850/2024,2018,12,Kidnapping,29.449315,88.153855,3,3,5
MORANG,Morang Police Unit,8644/2016,2021,5,Domestic Violence,27.084152,81.952209,1,3,6
BANKE,Banke Police Unit,3060/2022,2016,11,Fraud,29.409253,85.305142,1,1,6
BANKE,Banke Police Unit,5575/2018,2021,6,Assault,29.544265,81.13867,5,3,1
LALITPUR,Lalitpur Police Unit,4515/2020,2018,2,Drug Trafficking,28.369174,85.591157,0,3,14
DHANUSHA,Dhanusha Police Unit,5843/2017,2024,2,Kidnapping,28.610083,81.182331,3,1,27
SUNSARI,Sunsari Police Unit,9006/2022,2019,1,Human Trafficking,27.219719,86.125885,0,4,6
BANKE,Banke Police Unit,1339/2023,2023,9,Fraud,28.254991,85.971245,4,0,9
CHITWAN,Chitwan Police Unit,7183/2015,2018,7,Homicide,27.895273,84.472122,4,4,17
RUPANDEHI,Rupandehi Police Unit,57/2020,2015,2,Homicide,30.147076,83.550917,0,3,25
DHANUSHA,Dhanusha Police Unit,5726/2024,2020,6,Smuggling,27.789041,85.63122,2,3,26
KATHMANDU,Kathmandu Police Unit,7376/2017,2018,10,Drug Trafficking,29.382472,87.841542,3,4,20
BANKE,Banke Police Unit,3030/2015,2019,4,Homicide,27.505473,86.968063,2,5,15
CHITWAN,Chitwan Police Unit,3454/2018,2017,4,Assault,27.721467,87.68837,0,3,4
RUPANDEHI,Rupandehi Police Unit,1221/2021,2020,4,Smuggling,29.052815,84.355872,0,5,13
DHANUSHA,Dhanusha Police Unit,3582/2024,2018,12,Fraud,28.912541,83.778206,1,0,18
DHANUSHA,Dhanusha Police Unit,5144/2024,2024,7,Kidnapping,30.253056,84.307253,5,2,24
KASKI,Kaski Police Unit,4159/2017,2021,7,Kidnapping,30.079962,81.682525,3,4,7
DHANUSHA,Dhanusha Police Unit,8345/2018,2024,3,Homicide,30.199227,87.682231,1,1,17
CHITWAN,Chitwan Police Unit,6668/2024,2015,9,Assault,28.421122,80.160453,0,5,24
MORANG,Morang Police Unit,2810/2018,2016,6,Human Trafficking,27.749032,83.454174,2,3,6
KATHMANDU,Kathmandu Police Unit,5460/2024,2022,3,Domestic Violence,28.561778,85.135796,4,0,22
BHAKTAPUR,Bhaktapur Police Unit,2011/2020,2022,5,Smuggling,28.213389,82.512631,0,2,22
LALITPUR,Lalitpur Police Unit,1642/2020,2023,7,Kidnapping,30.247653,81.097268,1,4,28
CHITWAN,Chitwan Police Unit,4906/2019,2023,2,Assault,28.898623,81.522307,5,0,21
BHAKTAPUR,Bhaktapur Police Unit,291/2022,2018,10,Fraud,26.832447,86.398832,3,4,12
MORANG,Morang Police Unit,8446/2015,2017,12,Homicide,28.622467,87.981992,5,2,5
KATHMANDU,Kathmandu Police Unit,8389/2021,2019,12,Kidnapping,28.330444,86.286062,1,0,9
LALITPUR,Lalitpur Police Unit,6377/2015,2018,11,Cyber Crime,28.447098,81.90397,3,0,12
KATHMANDU,Kathmandu Police Unit,5973/2016,2015,9,Homicide,29.698776,81.142711,5,2,22
MORANG,Morang Police Unit,7575/2024,2017,8,Theft,29.90893,86.251382,1,4,13
